,err_up,err_low,n,m
0,0.01486697965571205,0.01486697965571205,20,5
1,0.012509197939661517,0.012509197939661517,20,5
2,0.08603145235892692,0.08603145235892692,20,5
3,0.07733952049497293,0.07733952049497293,20,5
4,0.03724696356275304,0.03724696356275304,20,5
5,0.05188284518828452,0.05188284518828452,20,5
6,0.031604538087520256,0.031604538087520256,20,5
7,0.07296849087893864,0.07296849087893864,20,5
8,0.05609756097560976,0.05609756097560976,20,5
9,0.04512635379061372,0.04512635379061372,20,5
10,0.0922882427307206,0.0922882427307206,20,10
11,0.081374321880651,0.081374321880651,20,10
12,0.08823529411764706,0.08823529411764706,20,10
13,0.10675381263616558,0.10675381263616558,20,10
14,0.03085177733065057,0.03085177733065057,20,10
15,0.08732999284180387,0.08732999284180387,20,10
16,0.09029649595687332,0.09029649595687332,20,10
17,0.09622886866059818,0.09622886866059818,20,10
18,0.06887589343729694,0.06887589343729694,20,10
19,0.08296668761785041,0.08296668761785041,20,10
20,0.0718328254244667,0.0718328254244667,20,20
21,0.07193901858027632,0.07193901858027632,20,20
22,0.06534823731728288,0.06534823731728288,20,20
23,0.06837606837606838,0.06837606837606838,20,20
24,0.06940200785683108,0.06940200785683108,20,20
25,0.0660377358490566,0.0660377358490566,20,20
26,0.06159260888693357,0.06159260888693357,20,20
27,0.055,0.055,20,20
28,0.07197139025480555,0.07197139025480555,20,20
29,0.08953168044077135,0.08953168044077135,20,20
30,0.015051395007342145,0.015051395007342145,50,5
31,0.05045871559633028,0.05045871559633028,50,5
32,0.04349484929416254,0.04349484929416254,50,5
33,0.04798255179934569,0.04798255179934569,50,5
34,0.028990569332867623,0.028990569332867623,50,5
35,0.043478260869565216,0.043478260869565216,50,5
36,0.04954128440366973,0.04954128440366973,50,5
37,0.048080506895266495,0.048080506895266495,50,5
38,0.04192789968652037,0.04192789968652037,50,5
39,0.036304816678648454,0.036304816678648454,50,5
40,0.12905382815112001,0.12905382815112001,50,10
41,0.13951866062085805,0.13951866062085805,50,10
42,0.15885875308207115,0.15885875308207115,50,10
43,0.11720535422788116,0.11720535422788116,50,10
44,0.12768817204301075,0.12768817204301075,50,10
45,0.12874251497005987,0.12874251497005987,50,10
46,0.10733915292596186,0.10733915292596186,50,10
47,0.11425749094501153,0.11425749094501153,50,10
48,0.13738350017259235,0.13738350017259235,50,10
49,0.1164763458401305,0.1164763458401305,50,10
50,0.17342879872712808,0.17342879872712808,50,20
51,0.16466739367502725,0.16466739367502725,50,20
52,0.1768309663046505,0.1768309663046505,50,20
53,0.16643741403026135,0.16643741403026135,50,20
54,0.18406980016887137,0.18406980016887137,50,20
55,0.16307608399236434,0.16307608399236434,50,20
56,0.15059912854030502,0.15059912854030502,50,20
57,0.18086572925282604,0.18086572925282604,50,20
58,0.19012345679012346,0.19012345679012346,50,20
59,0.1812770562770563,0.1812770562770563,50,20
60,0.025851083196795924,0.025851083196795924,100,5
61,0.030941533788914198,0.030941533788914198,100,5
62,0.035169082125603865,0.035169082125603865,100,5
63,0.026924611088950938,0.026924611088950938,100,5
64,0.03676190476190476,0.03676190476190476,100,5
65,0.03076923076923077,0.03076923076923077,100,5
66,0.03393061380099123,0.03393061380099123,100,5
67,0.035728307813113466,0.035728307813113466,100,5
68,0.03671071953010279,0.03671071953010279,100,5
69,0.040022547914317926,0.040022547914317926,100,5
70,0.09965337954939342,0.09965337954939342,100,10
71,0.11964853243596935,0.11964853243596935,100,10
72,0.08527131782945736,0.08527131782945736,100,10
73,0.11503200138384363,0.11503200138384363,100,10
74,0.11468812877263582,0.11468812877263582,100,10
75,0.09447482557043183,0.09447482557043183,100,10
76,0.08793565683646112,0.08793565683646112,100,10
77,0.09595869681324551,0.09595869681324551,100,10
78,0.08295009368080396,0.08295009368080396,100,10
