,err_up,err_low,n,m
0,0.0,0.0,20,5
1,0.0,0.0,20,5
2,0.043478260869565216,0.043478260869565216,20,5
3,0.0,0.0,20,5
4,0.0,0.0,20,5
5,0.0,0.0,20,5
6,0.004051863857374392,0.004051863857374392,20,5
7,0.0,0.0,20,5
8,0.0016260162601626016,0.0016260162601626016,20,5
9,0.0,0.0,20,5
10,0.0,0.0,20,10
11,0.0,0.0,20,10
12,0.01537433155080214,0.01537433155080214,20,10
13,0.0,0.0,20,10
14,-0.0482897384305835,-0.0482897384305835,20,10
15,0.0,0.0,20,10
16,0.0,0.0,20,10
17,0.005201560468140442,0.005201560468140442,20,10
18,0.03508771929824561,0.03508771929824561,20,10
19,0.0,0.0,20,10
20,0.00043535045711797995,0.00043535045711797995,20,20
21,0.0009528346831824678,0.0009528346831824678,20,20
22,0.0,0.0,20,20
23,0.000449842555105713,0.000449842555105713,20,20
24,0.0030554343081623746,0.0030554343081623746,20,20
25,0.0013477088948787063,0.0013477088948787063,20,20
26,0.002199736031676199,0.002199736031676199,20,20
27,0.0,0.0,20,20
28,0.002235136343316942,0.002235136343316942,20,20
29,0.0009182736455463728,0.0009182736455463728,20,20
30,0.0,0.0,50,5
31,0.0007057163020465773,0.0007057163020465773,50,5
32,0.0,0.0,50,5
33,0.0007270083605961468,0.0007270083605961468,50,5
34,0.0,0.0,50,5
35,0.0,0.0,50,5
36,0.003669724770642202,0.003669724770642202,50,5
37,0.0,0.0,50,5
38,0.00039184952978056425,0.00039184952978056425,50,5
39,0.0,0.0,50,5
40,0.029421598127716483,0.029421598127716483,50,10
41,0.0533658876874782,0.0533658876874782,50,10
42,0.01514617823177175,0.01514617823177175,50,10
43,0.030035912504080966,0.030035912504080966,50,10
44,0.013440860215053764,0.013440860215053764,50,10
45,0.04557551563539587,0.04557551563539587,50,10
46,0.02554154542515357,0.02554154542515357,50,10
47,0.004609812314784327,0.004609812314784327,50,10
48,0.006558508802209182,0.006558508802209182,50,10
49,0.03164763458401305,0.03164763458401305,50,10
50,0.06496950411031556,0.06496950411031556,50,20
51,0.05916030534351145,0.05916030534351145,50,20
52,0.028961292119186854,0.028961292119186854,50,20
53,0.05144429160935351,0.05144429160935351,50,20
54,0.04897269912749789,0.04897269912749789,50,20
55,0.0499045541314426,0.0499045541314426,50,20
56,0.04793028322440087,0.04793028322440087,50,20
57,0.052109181141439205,0.052109181141439205,50,20
58,0.043072702331961595,0.043072702331961595,50,20
59,0.031385281385281384,0.031385281385281384,50,20
60,0.0,0.0,100,5
61,0.0,0.0,100,5
62,0.007342995169082126,0.007342995169082126,100,5
63,0.0007977662544874351,0.0007977662544874351,100,5
64,0.0,0.0,100,5
65,0.0,0.0,100,5
66,0.0,0.0,100,5
67,0.0,0.0,100,5
68,0.0,0.0,100,5
69,0.0,0.0,100,5
70,0.006412478336221837,0.006412478336221837,100,10
71,0.007664984109179286,0.007664984109179286,100,10
72,0.0005285412262156448,0.0005285412262156448,100,10
73,0.02404428299602145,0.02404428299602145,100,10
74,0.018291567587342236,0.018291567587342236,100,10
75,0.0026400150858004903,0.0026400150858004903,100,10
76,0.0030384271671134943,0.0030384271671134943,100,10
77,0.016556880897276124,0.016556880897276124,100,10
78,0.01362629875660024,0.01362629875660024,100,10
79,0.00992301112061591,0.00992301112061591,100,10
80,0.07025876187356699,0.07025876187356699,100,20
81,0.040433446546983665,0.040433446546983665,100,20
82,0.04718490083173384,0.04718490083173384,100,20
83,0.048289094979213305,0.048289094979213305,100,20
84,0.044235068668157136,0.044235068668157136,100,20
85,0.028403681370993337,0.028403681370993337,100,20
86,0.06144890038809832,0.06144890038809832,100,20
87,0.06492478226444973,0.06492478226444973,100,20
88,0.053352675693101224,0.053352675693101224,100,20
89,0.03888194878201124,0.03888194878201124,100,20
90,0.0009206407659731173,0.0009206407659731173,200,10
91,0.014694656488549618,0.014694656488549618,200,10
92,0.007690899102728438,0.007690899102728438,200,10
93,0.0003673431903756084,0.0003673431903756084,200,10
94,0.006081337894336754,0.006081337894336754,200,10
95,0.006486591151127892,0.006486591151127892,200,10
96,0.0068177630366685095,0.0068177630366685095,200,10
97,0.00820130475302889,0.00820130475302889,200,10
98,0.001820272082774478,0.001820272082774478,200,10
99,0.0033723653395784543,0.0033723653395784543,200,10
100,0.020893113342898135,0.020893113342898135,200,20
101,0.03912770349098089,0.03912770349098089,200,20
102,0.03873770055846113,0.03873770055846113,200,20
103,0.03565410199556541,0.03565410199556541,200,20
104,0.022648547828403944,0.022648547828403944,200,20
105,0.03489620615604867,0.03489620615604867,200,20
106,0.039781247243538854,0.039781247243538854,200,20
107,0.026634811078665603,0.026634811078665603,200,20
108,0.03167339614176761,0.03167339614176761,200,20
109,0.03748670684154555,0.03748670684154555,200,20
110,0.01970046082949309,0.01970046082949309,500,20
111,0.023358490566037737,0.023358490566037737,500,20
112,0.015206097607220052,0.015206097607220052,500,20
113,0.007446325975204112,0.007446325975204112,500,20
114,0.01215159109895952,0.01215159109895952,500,20
115,0.01676927144313933,0.01676927144313933,500,20
116,0.00894312023949373,0.00894312023949373,500,20
117,0.01581325301204819,0.01581325301204819,500,20
118,0.018496442991732358,0.018496442991732358,500,20
119,0.014551914427183732,0.014551914427183732,500,20
