ID,RPD,RPE,TIME
6520,5.40226,5.40226,14853.2
6620,5.74873,5.74873,15223.3
6720,5.64969,5.64969,15016.5
6820,5.73175,5.73175,15299
6920,5.44865,5.44865,15715.7
7020,5.52548,5.52548,15819
7120,5.31067,5.31067,17334.9
7220,4.96593,4.96593,16937.1
7320,5.29768,5.29768,16728.5
7420,4.95925,4.95925,16906.4
7520,5.37964,5.37964,17289.1
7620,5.74605,5.74605,17592.3
7720,5.78405,5.78405,17641.5
7820,5.59872,5.59872,18233.6
7920,5.38327,5.38327,18032.7
8020,4.90499,4.90499,18236.4
8120,5.18206,5.18206,17804.1
8220,5.73198,5.73198,19493.4
8320,5.38659,5.38659,18197.7
8420,5.25633,5.25633,20742.6
8520,5.75803,5.75803,19256.8
8620,5.32745,5.32745,19676
8720,6.20644,6.20644,19806.6
8820,6.01852,6.01852,19545.6
8920,5.22589,5.22589,21385.7
9020,5.53531,5.53531,20088.6
9120,5.18886,5.18886,20152.3
9220,5.2498,5.2498,20696.6
9320,5.07531,5.07531,20463.7
9420,5.53872,5.53872,21417.9
9520,5.46629,5.46629,21358.5
9620,6.1662,6.1662,21115.6
9720,5.13509,5.13509,22985.5
9820,5.90728,5.90728,22356.9
9920,5.00981,5.00981,22378
10020,5.50642,5.50642,24128.2
10120,5.33532,5.33532,22860.7
10220,5.9742,5.9742,22948.9
10320,6.14514,6.14514,23145.7
10420,4.97266,4.97266,22723.8
10520,5.45338,5.45338,24979.8
10620,5.1028,5.1028,23729.4
10720,6.01423,6.01423,23914.6
10820,5.17471,5.17471,24209.7
10920,5.46099,5.46099,24216.7
11020,5.1078,5.1078,26059
11120,6.10101,6.10101,24518.1
11220,5.22863,5.22863,25241.5
11320,5.27674,5.27674,25710.8
11420,5.74724,5.74724,25726.9
11520,5.76542,5.76542,25421.4
11620,4.78052,4.78052,25979.3
11720,6.03932,6.03932,26821
11820,4.83839,4.83839,26697.7
11920,5.05316,5.05316,26605.9
12020,4.99364,4.99364,26492.3
12120,5.60035,5.60035,26930.6
12220,5.25173,5.25173,27984.3
12320,5.56843,5.56843,27698.1
12420,5.19094,5.19094,27928.4
12520,5.43693,5.43693,27461.4
12620,4.99081,4.99081,27371.9
12720,5.37524,5.37524,30412.1
12820,5.39435,5.39435,28903.9
12920,5.11955,5.11955,28571
13020,5.04943,5.04943,29324
13120,5.27244,5.27244,28960.8
13220,6.05336,6.05336,29727.1
13320,5.16131,5.16131,29612.9
13420,6.25467,6.25467,30300.3
13520,5.20463,5.20463,29902.2
13620,5.43616,5.43616,32821.4
13720,5.49527,5.49527,31115.7
13820,4.95773,4.95773,32966.8
13920,5.04825,5.04825,30829.7
14020,4.97952,4.97952,31351.9
14120,5.86171,5.86171,31198.5
14220,5.49822,5.49822,31496.7
14320,5.37694,5.37694,32534.2
14420,5.12774,5.12774,32441.6
14520,5.71891,5.71891,31886
14620,4.88215,4.88215,32714.1
14720,4.90911,4.90911,32874.8
14820,5.12964,5.12964,34891.2
14920,5.07815,5.07815,32910.9
15020,5.05535,5.05535,33098.9
15120,4.85734,4.85734,32952.5
15220,5.89417,5.89417,33214
15320,5.06907,5.06907,34071.5
15420,4.71876,4.71876,34107.8
15520,4.95778,4.95778,34545.5
15620,5.32308,5.32308,34481.4
15720,5.66913,5.66913,36211.8
15820,5.54366,5.54366,35115.8
15920,5.44423,5.44423,35523.9
16020,4.64754,4.64754,35759.7
16120,5.46572,5.46572,36889.2
16220,5.36772,5.36772,38209.2
16320,5.34197,5.34197,36973.2
16420,5.05546,5.05546,36457.2
16520,5.40183,5.40183,37461.7
16620,5.82047,5.82047,37241.2
16720,5.42544,5.42544,36594.1
16820,5.56658,5.56658,37158
16920,5.85576,5.85576,37942.3
17020,5.17708,5.17708,38156
17120,5.09002,5.09002,37746
17220,5.72537,5.72537,38538.6
17320,5.40576,5.40576,39230.1
17420,5.21637,5.21637,38475.1
17520,5.19471,5.19471,38093
17620,5.48835,5.48835,42035
17720,5.05033,5.05033,39938.8
17820,5.89041,5.89041,40327.4
17920,5.36564,5.36564,39646.7
18020,5.28902,5.28902,40318.9
18120,5.03315,5.03315,40566.5
18220,5.38262,5.38262,41183.9
18320,5.84751,5.84751,40948.2
18420,5.74056,5.74056,40439
18520,5.72554,5.72554,40248.2
18620,5.30303,5.30303,41264.1
18720,5.47253,5.47253,41594.2
18820,6.02761,6.02761,44493.5
18920,4.99349,4.99349,41562.1
19020,5.16196,5.16196,41585.8
19120,5.22151,5.22151,45273.2
19220,4.86194,4.86194,43418.5
19320,5.25394,5.25394,42930.9
19420,5.69717,5.69717,42936.7
